,total_docks,year,month,weekday,max_temperature_f_x,mean_temperature_f_x,min_temperature_f_x,max_dew_point_f_x,mean_dew_point_f_x,min_dew_point_f_x,max_humidity_x,mean_humidity_x,min_humidity_x,max_sea_level_pressure_inches_x,mean_sea_level_pressure_inches_x,min_sea_level_pressure_inches_x,max_visibility_miles_x,mean_visibility_miles_x,min_visibility_miles_x,max_wind_Speed_mph_x,mean_wind_speed_mph_x,max_gust_speed_mph_x,precipitation_inches_x,cloud_cover_x,wind_dir_degrees_x,Fog_x,Fog-Rain_x,Normal_x,Rain_x,Rain-Thunderstorm_x,weekend,max_temperature_f_y,mean_temperature_f_y,min_temperature_f_y,max_dew_point_f_y,mean_dew_point_f_y,min_dew_point_f_y,max_humidity_y,mean_humidity_y,min_humidity_y,max_sea_level_pressure_inches_y,mean_sea_level_pressure_inches_y,min_sea_level_pressure_inches_y,max_visibility_miles_y,mean_visibility_miles_y,min_visibility_miles_y,max_wind_Speed_mph_y,mean_wind_speed_mph_y,max_gust_speed_mph_y,precipitation_inches_y,cloud_cover_y,wind_dir_degrees_y,Fog_y,Fog-Rain_y,Normal_y,Rain_y,Rain-Thunderstorm_y,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm
1173,115,2014,4,1,86.0,70.0,53.0,57.0,43.0,37.0,77.0,50.0,19.0,30.21,30.15,30.06,10.0,10.0,9.0,10.0,1.0,13.0,0.0,1.0,341.0,0,0,1,0,0,0,86.0,70.0,53.0,57.0,43.0,37.0,77.0,50.0,19.0,30.21,30.15,30.06,10.0,10.0,9.0,10.0,1.0,13.0,0.0,1.0,341.0,0,0,1,0,0,86.0,70.0,53.0,57.0,43.0,37.0,77.0,50.0,19.0,30.21,30.15,30.06,10.0,10.0,9.0,10.0,1.0,13.0,0.0,1.0,341.0,0,0,1,0,0
1176,115,2014,4,2,89.0,74.0,59.0,57.0,46.0,36.0,68.0,47.0,15.0,30.09,30.05,30.0,10.0,10.0,10.0,10.0,2.0,13.0,0.0,2.0,306.0,0,0,1,0,0,0,89.0,74.0,59.0,57.0,46.0,36.0,68.0,47.0,15.0,30.09,30.05,30.0,10.0,10.0,10.0,10.0,2.0,13.0,0.0,2.0,306.0,0,0,1,0,0,89.0,74.0,59.0,57.0,46.0,36.0,68.0,47.0,15.0,30.09,30.05,30.0,10.0,10.0,10.0,10.0,2.0,13.0,0.0,2.0,306.0,0,0,1,0,0
1183,115,2014,5,4,77.0,67.0,57.0,54.0,45.0,39.0,77.0,55.0,34.0,30.1,30.07,30.01,10.0,10.0,10.0,13.0,2.0,16.0,0.0,2.0,303.0,0,0,1,0,0,0,77.0,67.0,57.0,54.0,45.0,39.0,77.0,55.0,34.0,30.1,30.07,30.01,10.0,10.0,10.0,13.0,2.0,16.0,0.0,2.0,303.0,0,0,1,0,0,77.0,67.0,57.0,54.0,45.0,39.0,77.0,55.0,34.0,30.1,30.07,30.01,10.0,10.0,10.0,13.0,2.0,16.0,0.0,2.0,303.0,0,0,1,0,0
1190,115,2014,5,5,66.0,60.0,53.0,50.0,49.0,45.0,88.0,73.0,46.0,30.07,30.05,30.01,10.0,10.0,10.0,21.0,7.0,24.0,0.0,2.0,288.0,0,0,1,0,0,1,66.0,60.0,53.0,50.0,49.0,45.0,88.0,73.0,46.0,30.07,30.05,30.01,10.0,10.0,10.0,21.0,7.0,24.0,0.0,2.0,288.0,0,0,1,0,0,66.0,60.0,53.0,50.0,49.0,45.0,88.0,73.0,46.0,30.07,30.05,30.01,10.0,10.0,10.0,21.0,7.0,24.0,0.0,2.0,288.0,0,0,1,0,0
1194,115,2014,5,6,66.0,60.0,55.0,50.0,50.0,46.0,77.0,72.0,49.0,30.08,30.05,30.03,10.0,10.0,10.0,16.0,7.0,18.0,0.0,3.0,279.0,0,0,1,0,0,1,66.0,60.0,55.0,50.0,50.0,46.0,77.0,72.0,49.0,30.08,30.05,30.03,10.0,10.0,10.0,16.0,7.0,18.0,0.0,3.0,279.0,0,0,1,0,0,66.0,60.0,55.0,50.0,50.0,46.0,77.0,72.0,49.0,30.08,30.05,30.03,10.0,10.0,10.0,16.0,7.0,18.0,0.0,3.0,279.0,0,0,1,0,0
1196,115,2014,5,0,64.0,60.0,53.0,50.0,47.0,43.0,77.0,69.0,48.0,30.06,30.03,29.98,10.0,10.0,10.0,23.0,11.0,32.0,0.0,2.0,285.0,0,0,1,0,0,0,64.0,60.0,53.0,50.0,47.0,43.0,77.0,69.0,48.0,30.06,30.03,29.98,10.0,10.0,10.0,23.0,11.0,32.0,0.0,2.0,285.0,0,0,1,0,0,64.0,60.0,53.0,50.0,47.0,43.0,77.0,69.0,48.0,30.06,30.03,29.98,10.0,10.0,10.0,23.0,11.0,32.0,0.0,2.0,285.0,0,0,1,0,0
1203,115,2014,5,1,66.0,58.0,51.0,46.0,45.0,39.0,77.0,64.0,37.0,29.98,29.94,29.9,10.0,10.0,9.0,23.0,13.0,32.0,0.0,1.0,276.0,0,0,1,0,0,0,66.0,58.0,51.0,46.0,45.0,39.0,77.0,64.0,37.0,29.98,29.94,29.9,10.0,10.0,9.0,23.0,13.0,32.0,0.0,1.0,276.0,0,0,1,0,0,66.0,58.0,51.0,46.0,45.0,39.0,77.0,64.0,37.0,29.98,29.94,29.9,10.0,10.0,9.0,23.0,13.0,32.0,0.0,1.0,276.0,0,0,1,0,0
1206,115,2014,5,2,62.0,56.0,50.0,46.0,45.0,45.0,82.0,73.0,52.0,30.04,29.97,29.92,10.0,10.0,9.0,21.0,8.0,26.0,0.0,5.0,249.0,0,0,1,0,0,0,62.0,56.0,50.0,46.0,45.0,45.0,82.0,73.0,52.0,30.04,29.97,29.92,10.0,10.0,9.0,21.0,8.0,26.0,0.0,5.0,249.0,0,0,1,0,0,62.0,56.0,50.0,46.0,45.0,45.0,82.0,73.0,52.0,30.04,29.97,29.92,10.0,10.0,9.0,21.0,8.0,26.0,0.0,5.0,249.0,0,0,1,0,0
1215,115,2014,5,3,66.0,60.0,53.0,55.0,50.0,43.0,94.0,75.0,59.0,30.11,30.07,30.03,10.0,10.0,8.0,12.0,6.0,14.0,0.0,6.0,250.0,0,0,1,0,0,0,66.0,60.0,53.0,55.0,50.0,43.0,94.0,75.0,59.0,30.11,30.07,30.03,10.0,10.0,8.0,12.0,6.0,14.0,0.0,6.0,250.0,0,0,1,0,0,66.0,60.0,53.0,55.0,50.0,43.0,94.0,75.0,59.0,30.11,30.07,30.03,10.0,10.0,8.0,12.0,6.0,14.0,0.0,6.0,250.0,0,0,1,0,0
1220,115,2014,5,4,66.0,60.0,55.0,55.0,49.0,41.0,94.0,75.0,42.0,30.18,30.15,30.11,10.0,10.0,8.0,20.0,8.0,26.0,0.0,5.0,285.0,0,0,1,0,0,0,66.0,60.0,55.0,55.0,49.0,41.0,94.0,75.0,42.0,30.18,30.15,30.11,10.0,10.0,8.0,20.0,8.0,26.0,0.0,5.0,285.0,0,0,1,0,0,66.0,60.0,55.0,55.0,49.0,41.0,94.0,75.0,42.0,30.18,30.15,30.11,10.0,10.0,8.0,20.0,8.0,26.0,0.0,5.0,285.0,0,0,1,0,0
1222,115,2014,5,5,64.0,58.0,53.0,45.0,44.0,39.0,72.0,64.0,42.0,30.17,30.12,30.06,10.0,10.0,10.0,26.0,10.0,34.0,0.0,0.0,290.0,0,0,1,0,0,1,64.0,58.0,53.0,45.0,44.0,39.0,72.0,64.0,42.0,30.17,30.12,30.06,10.0,10.0,10.0,26.0,10.0,34.0,0.0,0.0,290.0,0,0,1,0,0,64.0,58.0,53.0,45.0,44.0,39.0,72.0,64.0,42.0,30.17,30.12,30.06,10.0,10.0,10.0,26.0,10.0,34.0,0.0,0.0,290.0,0,0,1,0,0
1226,115,2014,5,6,75.0,64.0,53.0,46.0,39.0,30.0,72.0,49.0,20.0,30.11,30.08,30.03,10.0,10.0,10.0,18.0,7.0,25.0,0.0,0.0,296.0,0,0,1,0,0,1,75.0,64.0,53.0,46.0,39.0,30.0,72.0,49.0,20.0,30.11,30.08,30.03,10.0,10.0,10.0,18.0,7.0,25.0,0.0,0.0,296.0,0,0,1,0,0,75.0,64.0,53.0,46.0,39.0,30.0,72.0,49.0,20.0,30.11,30.08,30.03,10.0,10.0,10.0,18.0,7.0,25.0,0.0,0.0,296.0,0,0,1,0,0
1232,115,2014,5,0,86.0,68.0,51.0,50.0,37.0,28.0,77.0,41.0,13.0,30.12,30.08,30.03,10.0,10.0,10.0,12.0,1.0,14.0,0.0,1.0,337.0,0,0,1,0,0,0,86.0,68.0,51.0,50.0,37.0,28.0,77.0,41.0,13.0,30.12,30.08,30.03,10.0,10.0,10.0,12.0,1.0,14.0,0.0,1.0,337.0,0,0,1,0,0,86.0,68.0,51.0,50.0,37.0,28.0,77.0,41.0,13.0,30.12,30.08,30.03,10.0,10.0,10.0,12.0,1.0,14.0,0.0,1.0,337.0,0,0,1,0,0
1235,115,2014,5,1,91.0,75.0,59.0,55.0,38.0,32.0,57.0,33.0,13.0,30.15,30.1,30.07,10.0,10.0,10.0,13.0,2.0,16.0,0.0,0.0,337.0,0,0,1,0,0,0,91.0,75.0,59.0,55.0,38.0,32.0,57.0,33.0,13.0,30.15,30.1,30.07,10.0,10.0,10.0,13.0,2.0,16.0,0.0,0.0,337.0,0,0,1,0,0,91.0,75.0,59.0,55.0,38.0,32.0,57.0,33.0,13.0,30.15,30.1,30.07,10.0,10.0,10.0,13.0,2.0,16.0,0.0,0.0,337.0,0,0,1,0,0
1243,115,2014,5,2,91.0,76.0,62.0,55.0,38.0,27.0,53.0,31.0,15.0,30.14,30.1,30.04,10.0,10.0,10.0,14.0,4.0,17.0,0.0,1.0,299.0,0,0,1,0,0,0,91.0,76.0,62.0,55.0,38.0,27.0,53.0,31.0,15.0,30.14,30.1,30.04,10.0,10.0,10.0,14.0,4.0,17.0,0.0,1.0,299.0,0,0,1,0,0,91.0,76.0,62.0,55.0,38.0,27.0,53.0,31.0,15.0,30.14,30.1,30.04,10.0,10.0,10.0,14.0,4.0,17.0,0.0,1.0,299.0,0,0,1,0,0
1244,115,2014,5,3,87.0,74.0,62.0,50.0,36.0,25.0,52.0,31.0,12.0,30.1,30.08,30.05,10.0,10.0,10.0,15.0,2.0,21.0,0.0,1.0,308.0,0,0,1,0,0,0,87.0,74.0,62.0,50.0,36.0,25.0,52.0,31.0,12.0,30.1,30.08,30.05,10.0,10.0,10.0,15.0,2.0,21.0,0.0,1.0,308.0,0,0,1,0,0,87.0,74.0,62.0,50.0,36.0,25.0,52.0,31.0,12.0,30.1,30.08,30.05,10.0,10.0,10.0,15.0,2.0,21.0,0.0,1.0,308.0,0,0,1,0,0
1248,115,2014,5,4,80.0,68.0,55.0,55.0,47.0,41.0,82.0,60.0,28.0,30.1,30.07,30.01,10.0,10.0,10.0,15.0,5.0,20.0,0.0,1.0,283.0,0,0,1,0,0,0,80.0,68.0,55.0,55.0,47.0,41.0,82.0,60.0,28.0,30.1,30.07,30.01,10.0,10.0,10.0,15.0,5.0,20.0,0.0,1.0,283.0,0,0,1,0,0,80.0,68.0,55.0,55.0,47.0,41.0,82.0,60.0,28.0,30.1,30.07,30.01,10.0,10.0,10.0,15.0,5.0,20.0,0.0,1.0,283.0,0,0,1,0,0
1255,115,2014,5,5,66.0,60.0,55.0,52.0,50.0,46.0,82.0,72.0,56.0,30.04,30.01,29.98,10.0,10.0,10.0,17.0,8.0,23.0,0.0,3.0,263.0,0,0,1,0,0,1,66.0,60.0,55.0,52.0,50.0,46.0,82.0,72.0,56.0,30.04,30.01,29.98,10.0,10.0,10.0,17.0,8.0,23.0,0.0,3.0,263.0,0,0,1,0,0,66.0,60.0,55.0,52.0,50.0,46.0,82.0,72.0,56.0,30.04,30.01,29.98,10.0,10.0,10.0,17.0,8.0,23.0,0.0,3.0,263.0,0,0,1,0,0
1265,115,2014,5,0,64.0,60.0,55.0,54.0,48.0,46.0,88.0,71.0,52.0,29.99,29.97,29.95,10.0,10.0,3.0,20.0,13.0,25.0,0.0,3.0,273.0,0,0,0,1,0,0,64.0,60.0,55.0,54.0,48.0,46.0,88.0,71.0,52.0,29.99,29.97,29.95,10.0,10.0,3.0,20.0,13.0,25.0,0.0,3.0,273.0,0,0,0,1,0,64.0,60.0,55.0,54.0,48.0,46.0,88.0,71.0,52.0,29.99,29.97,29.95,10.0,10.0,3.0,20.0,13.0,25.0,0.0,3.0,273.0,0,0,0,1,0
1269,115,2014,5,1,68.0,60.0,53.0,54.0,49.0,48.0,82.0,74.0,52.0,30.03,29.99,29.96,10.0,10.0,10.0,16.0,7.0,24.0,0.0,5.0,267.0,0,0,1,0,0,0,68.0,60.0,53.0,54.0,49.0,48.0,82.0,74.0,52.0,30.03,29.99,29.96,10.0,10.0,10.0,16.0,7.0,24.0,0.0,5.0,267.0,0,0,1,0,0,68.0,60.0,53.0,54.0,49.0,48.0,82.0,74.0,52.0,30.03,29.99,29.96,10.0,10.0,10.0,16.0,7.0,24.0,0.0,5.0,267.0,0,0,1,0,0
1272,115,2014,5,2,73.0,64.0,55.0,55.0,50.0,48.0,82.0,75.0,41.0,30.0,29.97,29.92,10.0,10.0,10.0,21.0,7.0,23.0,0.0,3.0,284.0,0,0,1,0,0,0,73.0,64.0,55.0,55.0,50.0,48.0,82.0,75.0,41.0,30.0,29.97,29.92,10.0,10.0,10.0,21.0,7.0,23.0,0.0,3.0,284.0,0,0,1,0,0,73.0,64.0,55.0,55.0,50.0,48.0,82.0,75.0,41.0,30.0,29.97,29.92,10.0,10.0,10.0,21.0,7.0,23.0,0.0,3.0,284.0,0,0,1,0,0
1278,115,2014,5,3,71.0,63.0,55.0,55.0,51.0,50.0,82.0,76.0,50.0,30.05,29.98,29.94,10.0,10.0,10.0,13.0,6.0,16.0,0.0,4.0,293.0,0,0,1,0,0,0,71.0,63.0,55.0,55.0,51.0,50.0,82.0,76.0,50.0,30.05,29.98,29.94,10.0,10.0,10.0,13.0,6.0,16.0,0.0,4.0,293.0,0,0,1,0,0,71.0,63.0,55.0,55.0,51.0,50.0,82.0,76.0,50.0,30.05,29.98,29.94,10.0,10.0,10.0,13.0,6.0,16.0,0.0,4.0,293.0,0,0,1,0,0
1283,115,2014,5,4,73.0,64.0,55.0,54.0,51.0,48.0,82.0,73.0,47.0,30.05,30.01,29.96,10.0,10.0,10.0,22.0,7.0,24.0,0.0,5.0,288.0,0,0,1,0,0,0,73.0,64.0,55.0,54.0,51.0,48.0,82.0,73.0,47.0,30.05,30.01,29.96,10.0,10.0,10.0,22.0,7.0,24.0,0.0,5.0,288.0,0,0,1,0,0,73.0,64.0,55.0,54.0,51.0,48.0,82.0,73.0,47.0,30.05,30.01,29.96,10.0,10.0,10.0,22.0,7.0,24.0,0.0,5.0,288.0,0,0,1,0,0
1288,115,2014,5,5,69.0,63.0,57.0,54.0,50.0,46.0,82.0,68.0,49.0,30.02,29.99,29.95,10.0,10.0,10.0,15.0,6.0,21.0,0.0,1.0,284.0,0,0,1,0,0,1,69.0,63.0,57.0,54.0,50.0,46.0,82.0,68.0,49.0,30.02,29.99,29.95,10.0,10.0,10.0,15.0,6.0,21.0,0.0,1.0,284.0,0,0,1,0,0,69.0,63.0,57.0,54.0,50.0,46.0,82.0,68.0,49.0,30.02,29.99,29.95,10.0,10.0,10.0,15.0,6.0,21.0,0.0,1.0,284.0,0,0,1,0,0
1301,115,2014,5,1,71.0,62.0,53.0,46.0,44.0,37.0,77.0,57.0,35.0,30.07,30.04,30.0,10.0,10.0,10.0,20.0,9.0,28.0,0.0,0.0,276.0,0,0,1,0,0,0,71.0,62.0,53.0,46.0,44.0,37.0,77.0,57.0,35.0,30.07,30.04,30.0,10.0,10.0,10.0,20.0,9.0,28.0,0.0,0.0,276.0,0,0,1,0,0,71.0,62.0,53.0,46.0,44.0,37.0,77.0,57.0,35.0,30.07,30.04,30.0,10.0,10.0,10.0,20.0,9.0,28.0,0.0,0.0,276.0,0,0,1,0,0
1305,115,2014,5,2,75.0,64.0,53.0,46.0,39.0,36.0,59.0,47.0,25.0,30.08,30.02,29.96,10.0,10.0,10.0,15.0,8.0,21.0,0.0,0.0,298.0,0,0,1,0,0,0,75.0,64.0,53.0,46.0,39.0,36.0,59.0,47.0,25.0,30.08,30.02,29.96,10.0,10.0,10.0,15.0,8.0,21.0,0.0,0.0,298.0,0,0,1,0,0,75.0,64.0,53.0,46.0,39.0,36.0,59.0,47.0,25.0,30.08,30.02,29.96,10.0,10.0,10.0,15.0,8.0,21.0,0.0,0.0,298.0,0,0,1,0,0
1309,115,2014,5,3,80.0,66.0,53.0,50.0,41.0,32.0,67.0,48.0,17.0,29.97,29.94,29.9,10.0,10.0,10.0,20.0,3.0,23.0,0.0,0.0,305.0,0,0,1,0,0,0,80.0,66.0,53.0,50.0,41.0,32.0,67.0,48.0,17.0,29.97,29.94,29.9,10.0,10.0,10.0,20.0,3.0,23.0,0.0,0.0,305.0,0,0,1,0,0,80.0,66.0,53.0,50.0,41.0,32.0,67.0,48.0,17.0,29.97,29.94,29.9,10.0,10.0,10.0,20.0,3.0,23.0,0.0,0.0,305.0,0,0,1,0,0
1317,115,2014,5,4,64.0,58.0,53.0,48.0,47.0,45.0,82.0,71.0,52.0,30.0,29.95,29.92,10.0,10.0,8.0,22.0,7.0,26.0,0.0,2.0,281.0,0,0,1,0,0,0,64.0,58.0,53.0,48.0,47.0,45.0,82.0,71.0,52.0,30.0,29.95,29.92,10.0,10.0,8.0,22.0,7.0,26.0,0.0,2.0,281.0,0,0,1,0,0,64.0,58.0,53.0,48.0,47.0,45.0,82.0,71.0,52.0,30.0,29.95,29.92,10.0,10.0,8.0,22.0,7.0,26.0,0.0,2.0,281.0,0,0,1,0,0
1322,115,2014,5,5,71.0,62.0,53.0,54.0,49.0,45.0,82.0,74.0,46.0,29.99,29.96,29.91,10.0,10.0,10.0,14.0,8.0,18.0,0.0,4.0,317.0,0,0,1,0,0,1,71.0,62.0,53.0,54.0,49.0,45.0,82.0,74.0,46.0,29.99,29.96,29.91,10.0,10.0,10.0,14.0,8.0,18.0,0.0,4.0,317.0,0,0,1,0,0,71.0,62.0,53.0,54.0,49.0,45.0,82.0,74.0,46.0,29.99,29.96,29.91,10.0,10.0,10.0,14.0,8.0,18.0,0.0,4.0,317.0,0,0,1,0,0
1327,115,2014,6,6,75.0,64.0,53.0,55.0,49.0,46.0,88.0,72.0,36.0,29.94,29.88,29.79,10.0,10.0,9.0,14.0,4.0,17.0,0.0,2.0,328.0,0,0,1,0,0,1,75.0,64.0,53.0,55.0,49.0,46.0,88.0,72.0,36.0,29.94,29.88,29.79,10.0,10.0,9.0,14.0,4.0,17.0,0.0,2.0,328.0,0,0,1,0,0,75.0,64.0,53.0,55.0,49.0,46.0,88.0,72.0,36.0,29.94,29.88,29.79,10.0,10.0,9.0,14.0,4.0,17.0,0.0,2.0,328.0,0,0,1,0,0
1330,115,2014,6,0,68.0,60.0,53.0,50.0,48.0,46.0,82.0,74.0,49.0,29.93,29.88,29.84,10.0,10.0,10.0,17.0,5.0,24.0,0.0,4.0,269.0,0,0,1,0,0,0,68.0,60.0,53.0,50.0,48.0,46.0,82.0,74.0,49.0,29.93,29.88,29.84,10.0,10.0,10.0,17.0,5.0,24.0,0.0,4.0,269.0,0,0,1,0,0,68.0,60.0,53.0,50.0,48.0,46.0,82.0,74.0,49.0,29.93,29.88,29.84,10.0,10.0,10.0,17.0,5.0,24.0,0.0,4.0,269.0,0,0,1,0,0
1337,115,2014,6,1,68.0,60.0,51.0,54.0,49.0,46.0,82.0,74.0,52.0,29.96,29.92,29.87,10.0,10.0,10.0,12.0,5.0,14.0,0.0,3.0,286.0,0,0,1,0,0,0,68.0,60.0,51.0,54.0,49.0,46.0,82.0,74.0,52.0,29.96,29.92,29.87,10.0,10.0,10.0,12.0,5.0,14.0,0.0,3.0,286.0,0,0,1,0,0,68.0,60.0,51.0,54.0,49.0,46.0,82.0,74.0,52.0,29.96,29.92,29.87,10.0,10.0,10.0,12.0,5.0,14.0,0.0,3.0,286.0,0,0,1,0,0
1338,115,2014,6,2,78.0,66.0,53.0,57.0,52.0,48.0,88.0,77.0,44.0,29.92,29.88,29.82,10.0,9.0,6.0,13.0,3.0,16.0,0.0,3.0,349.0,0,0,1,0,0,0,78.0,66.0,53.0,57.0,52.0,48.0,88.0,77.0,44.0,29.92,29.88,29.82,10.0,9.0,6.0,13.0,3.0,16.0,0.0,3.0,349.0,0,0,1,0,0,78.0,66.0,53.0,57.0,52.0,48.0,88.0,77.0,44.0,29.92,29.88,29.82,10.0,9.0,6.0,13.0,3.0,16.0,0.0,3.0,349.0,0,0,1,0,0
1346,115,2014,6,3,75.0,64.0,53.0,57.0,52.0,48.0,88.0,76.0,47.0,29.88,29.85,29.8,10.0,10.0,7.0,13.0,4.0,16.0,0.0,2.0,343.0,0,0,1,0,0,0,75.0,64.0,53.0,57.0,52.0,48.0,88.0,76.0,47.0,29.88,29.85,29.8,10.0,10.0,7.0,13.0,4.0,16.0,0.0,2.0,343.0,0,0,1,0,0,75.0,64.0,53.0,57.0,52.0,48.0,88.0,76.0,47.0,29.88,29.85,29.8,10.0,10.0,7.0,13.0,4.0,16.0,0.0,2.0,343.0,0,0,1,0,0
1348,115,2014,6,4,71.0,63.0,55.0,55.0,52.0,50.0,88.0,77.0,53.0,29.85,29.83,29.79,10.0,9.0,2.0,12.0,5.0,16.0,0.0,4.0,303.0,0,0,1,0,0,0,71.0,63.0,55.0,55.0,52.0,50.0,88.0,77.0,53.0,29.85,29.83,29.79,10.0,9.0,2.0,12.0,5.0,16.0,0.0,4.0,303.0,0,0,1,0,0,71.0,63.0,55.0,55.0,52.0,50.0,88.0,77.0,53.0,29.85,29.83,29.79,10.0,9.0,2.0,12.0,5.0,16.0,0.0,4.0,303.0,0,0,1,0,0
1352,115,2014,6,5,73.0,64.0,55.0,59.0,53.0,50.0,88.0,78.0,53.0,29.86,29.83,29.78,10.0,10.0,7.0,13.0,4.0,16.0,0.0,4.0,341.0,0,0,1,0,0,1,73.0,64.0,55.0,59.0,53.0,50.0,88.0,78.0,53.0,29.86,29.83,29.78,10.0,10.0,7.0,13.0,4.0,16.0,0.0,4.0,341.0,0,0,1,0,0,73.0,64.0,55.0,59.0,53.0,50.0,88.0,78.0,53.0,29.86,29.83,29.78,10.0,10.0,7.0,13.0,4.0,16.0,0.0,4.0,341.0,0,0,1,0,0
1360,115,2014,6,0,86.0,74.0,62.0,64.0,56.0,52.0,77.0,68.0,33.0,29.77,29.73,29.68,10.0,10.0,8.0,14.0,3.0,17.0,0.0,0.0,339.0,0,0,1,0,0,0,86.0,74.0,62.0,64.0,56.0,52.0,77.0,68.0,33.0,29.77,29.73,29.68,10.0,10.0,8.0,14.0,3.0,17.0,0.0,0.0,339.0,0,0,1,0,0,86.0,74.0,62.0,64.0,56.0,52.0,77.0,68.0,33.0,29.77,29.73,29.68,10.0,10.0,8.0,14.0,3.0,17.0,0.0,0.0,339.0,0,0,1,0,0
1366,115,2014,6,1,77.0,67.0,57.0,57.0,55.0,54.0,88.0,76.0,47.0,29.84,29.77,29.73,10.0,10.0,8.0,13.0,5.0,16.0,0.0,2.0,307.0,0,0,1,0,0,0,77.0,67.0,57.0,57.0,55.0,54.0,88.0,76.0,47.0,29.84,29.77,29.73,10.0,10.0,8.0,13.0,5.0,16.0,0.0,2.0,307.0,0,0,1,0,0,77.0,67.0,57.0,57.0,55.0,54.0,88.0,76.0,47.0,29.84,29.77,29.73,10.0,10.0,8.0,13.0,5.0,16.0,0.0,2.0,307.0,0,0,1,0,0
1373,115,2014,6,2,73.0,65.0,57.0,57.0,52.0,50.0,82.0,73.0,53.0,29.92,29.86,29.82,10.0,10.0,10.0,16.0,5.0,21.0,0.0,1.0,268.0,0,0,1,0,0,0,73.0,65.0,57.0,57.0,52.0,50.0,82.0,73.0,53.0,29.92,29.86,29.82,10.0,10.0,10.0,16.0,5.0,21.0,0.0,1.0,268.0,0,0,1,0,0,73.0,65.0,57.0,57.0,52.0,50.0,82.0,73.0,53.0,29.92,29.86,29.82,10.0,10.0,10.0,16.0,5.0,21.0,0.0,1.0,268.0,0,0,1,0,0
1375,115,2014,6,3,66.0,60.0,53.0,50.0,49.0,46.0,88.0,73.0,49.0,30.01,29.96,29.92,10.0,10.0,10.0,21.0,9.0,26.0,0.0,2.0,253.0,0,0,1,0,0,0,66.0,60.0,53.0,50.0,49.0,46.0,88.0,73.0,49.0,30.01,29.96,29.92,10.0,10.0,10.0,21.0,9.0,26.0,0.0,2.0,253.0,0,0,1,0,0,66.0,60.0,53.0,50.0,49.0,46.0,88.0,73.0,49.0,30.01,29.96,29.92,10.0,10.0,10.0,21.0,9.0,26.0,0.0,2.0,253.0,0,0,1,0,0
1383,115,2014,6,4,77.0,66.0,55.0,54.0,48.0,46.0,77.0,65.0,36.0,30.0,29.96,29.94,10.0,10.0,10.0,17.0,5.0,22.0,0.0,0.0,269.0,0,0,1,0,0,0,77.0,66.0,55.0,54.0,48.0,46.0,77.0,65.0,36.0,30.0,29.96,29.94,10.0,10.0,10.0,17.0,5.0,22.0,0.0,0.0,269.0,0,0,1,0,0,77.0,66.0,55.0,54.0,48.0,46.0,77.0,65.0,36.0,30.0,29.96,29.94,10.0,10.0,10.0,17.0,5.0,22.0,0.0,0.0,269.0,0,0,1,0,0
1389,115,2014,6,5,80.0,68.0,55.0,57.0,48.0,45.0,82.0,64.0,32.0,29.95,29.91,29.85,10.0,10.0,10.0,13.0,5.0,21.0,0.0,1.0,300.0,0,0,1,0,0,1,80.0,68.0,55.0,57.0,48.0,45.0,82.0,64.0,32.0,29.95,29.91,29.85,10.0,10.0,10.0,13.0,5.0,21.0,0.0,1.0,300.0,0,0,1,0,0,80.0,68.0,55.0,57.0,48.0,45.0,82.0,64.0,32.0,29.95,29.91,29.85,10.0,10.0,10.0,13.0,5.0,21.0,0.0,1.0,300.0,0,0,1,0,0
1390,115,2014,6,6,68.0,62.0,55.0,50.0,48.0,46.0,77.0,70.0,49.0,29.89,29.84,29.82,10.0,9.0,6.0,22.0,9.0,29.0,0.0,4.0,263.0,0,0,1,0,0,1,68.0,62.0,55.0,50.0,48.0,46.0,77.0,70.0,49.0,29.89,29.84,29.82,10.0,9.0,6.0,22.0,9.0,29.0,0.0,4.0,263.0,0,0,1,0,0,68.0,62.0,55.0,50.0,48.0,46.0,77.0,70.0,49.0,29.89,29.84,29.82,10.0,9.0,6.0,22.0,9.0,29.0,0.0,4.0,263.0,0,0,1,0,0
1396,115,2014,6,0,62.0,58.0,55.0,50.0,48.0,45.0,82.0,72.0,59.0,29.95,29.91,29.87,10.0,10.0,8.0,20.0,12.0,26.0,0.0,4.0,242.0,0,0,1,0,0,0,62.0,58.0,55.0,50.0,48.0,45.0,82.0,72.0,59.0,29.95,29.91,29.87,10.0,10.0,8.0,20.0,12.0,26.0,0.0,4.0,242.0,0,0,1,0,0,62.0,58.0,55.0,50.0,48.0,45.0,82.0,72.0,59.0,29.95,29.91,29.87,10.0,10.0,8.0,20.0,12.0,26.0,0.0,4.0,242.0,0,0,1,0,0
